Round,Money,Initial Bet,BLACKJACK,WIN,DOUBLE_WIN,PUSH,DOUBLE_BUST,BUST,DOUBLE_LOSE,LOSE
487,10004.875,1.0,1,0,0,0,0,0,0,0
488,10006.375,1.0,0,0,0,0,0,0,0,1
489,10005.375,1.0,0,0,0,0,0,0,0,1
490,10004.375,1.0,0,0,0,1,0,0,0,0
491,10004.375,1.0,0,0,0,0,0,0,0,1
492,10003.375,1.0,0,1,0,0,0,0,0,0
493,10004.375,1.0,0,1,0,0,0,0,0,0
494,10005.375,1.0,0,1,0,0,0,0,0,0
495,10006.375,1.0,0,0,0,0,0,0,0,1
496,10005.375,1.0,0,0,0,0,0,0,0,1
497,10004.375,1.0,0,0,0,0,0,1,0,0
498,10003.375,1.0,1,0,0,0,0,0,0,0
499,10004.875,1.0,0,0,0,0,0,0,0,1
500,10003.875,1.0,0,0,0,0,0,0,0,1
501,10002.875,1.0,0,0,0,1,0,0,0,0
502,10002.875,1.0,0,1,0,0,0,0,0,0
